Block,Type,Condition_label,Group,Sentences,Prosody,Subject,Clitic_gender,Direct_object_gender,Indirect_object_gender,Num_inter_elements,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name
BlockTarget_21,Target,D4,D, Шанкерите му направија по една пијачка сите на глумецот.,Rising + Comma < IO,Шанкери,му,пијачка_ж,глумец_м,3,STE-104,Targets,target_STE-104_mono.wav,Targets/mono/target_STE-104_mono.wav
BlockTarget_21,Target,E5,E, Шанкерите му направија по една пијачка на глумецот сите.,Comma > Post S,Шанкери,му,пијачка_ж,глумец_м,4,STE-105,Targets,target_STE-105_mono.wav,Targets/mono/target_STE-105_mono.wav
BlockTarget_22,Target,A1,B, Сите готвачи му зготвија по еден оброк на критичарот.,Standard,Готвачи,му,оброк_м,критичар_м,0,STE-106,Targets,target_STE-106_mono.wav,Targets/mono/target_STE-106_mono.wav
BlockTarget_22,Target,B2,C, Готвачите сите му зготвија по еден оброк на критичарот.,Rising + Comma < CL V,Готвачи,му,оброк_м,критичар_м,1,STE-107,Targets,target_STE-107_mono.wav,Targets/mono/target_STE-107_mono.wav
BlockTarget_22,Target,C3,D, Готвачите му зготвија сите по еден оброк на критичарот.,Rising + Comma < DO,Готвачи,му,оброк_м,критичар_м,2,STE-108,Targets,target_STE-108_mono.wav,Targets/mono/target_STE-108_mono.wav
BlockTarget_22,Target,D4,E, Готвачите му зготвија по еден оброк сите на критичарот.,Rising + Comma < IO,Готвачи,му,оброк_м,критичар_м,3,STE-109,Targets,target_STE-109_mono.wav,Targets/mono/target_STE-109_mono.wav
BlockTarget_22,Target,E5,A, Готвачите му зготвија по еден оброк на критичарот сите.,Comma > Post S,Готвачи,му,оброк_м,критичар_м,4,STE-110,Targets,target_STE-110_mono.wav,Targets/mono/target_STE-110_mono.wav
BlockTarget_23,Target,A1,C, Сите фотографи му изложија по една фотографија на кураторот.,Standard,Фотографи,му,фотографија_ж,куратор_м,0,STE-111,Targets,target_STE-111_mono.wav,Targets/mono/target_STE-111_mono.wav
BlockTarget_23,Target,B2,D, Фотографите сите му изложија по една фотографија на кураторот.,Rising + Comma < CL V,Фотографи,му,фотографија_ж,куратор_м,1,STE-112,Targets,target_STE-112_mono.wav,Targets/mono/target_STE-112_mono.wav
BlockTarget_23,Target,C3,E, Фотографите му изложија сите по една фотографија на кураторот.,Rising + Comma < DO,Фотографи,му,фотографија_ж,куратор_м,2,STE-113,Targets,target_STE-113_mono.wav,Targets/mono/target_STE-113_mono.wav
BlockTarget_23,Target,D4,A, Фотографите му изложија по една фотографија сите на кураторот.,Rising + Comma < IO,Фотографи,му,фотографија_ж,куратор_м,3,STE-114,Targets,target_STE-114_mono.wav,Targets/mono/target_STE-114_mono.wav
BlockTarget_23,Target,E5,B, Фотографите му изложија по една фотографија на кураторот сите.,Comma > Post S,Фотографи,му,фотографија_ж,куратор_м,4,STE-115,Targets,target_STE-115_mono.wav,Targets/mono/target_STE-115_mono.wav
BlockTarget_24,Target,A1,D, Сите практиканти му изработија по еден концепт на менаџерот.,Standard,Практиканти,му,концепт_с,менаџер_м,0,STE-116,Targets,target_STE-116_mono.wav,Targets/mono/target_STE-116_mono.wav
BlockTarget_24,Target,B2,E, Практикантите сите му изработија по еден концепт на менаџерот.,Rising + Comma < CL V,Практиканти,му,концепт_с,менаџер_м,1,STE-117,Targets,target_STE-117_mono.wav,Targets/mono/target_STE-117_mono.wav
BlockTarget_24,Target,C3,A, Практикантите му изработија сите по еден концепт на менаџерот.,Rising + Comma < DO,Практиканти,му,концепт_с,менаџер_м,2,STE-118,Targets,target_STE-118_mono.wav,Targets/mono/target_STE-118_mono.wav
BlockTarget_24,Target,D4,B, Практикантите му изработија по еден концепт сите на менаџерот.,Rising + Comma < IO,Практиканти,му,концепт_с,менаџер_м,3,STE-119,Targets,target_STE-119_mono.wav,Targets/mono/target_STE-119_mono.wav
BlockTarget_24,Target,E5,C, Практикантите му изработија по еден концепт на менаџерот сите.,Comma > Post S,Практиканти,му,концепт_с,менаџер_м,4,STE-120,Targets,target_STE-120_mono.wav,Targets/mono/target_STE-120_mono.wav
BlockTarget_25,Target,A1,E, Сите кројачи му сошија по едно одело на богаташот.,Standard,Кројачи,му,одело_с,богаташ_м,0,STE-121,Targets,target_STE-121_mono.wav,Targets/mono/target_STE-121_mono.wav
BlockTarget_25,Target,B2,A, Кројачите сите му сошија по едно одело на богаташот.,Rising + Comma < CL V,Кројачи,му,одело_с,богаташ_м,1,STE-122,Targets,target_STE-122_mono.wav,Targets/mono/target_STE-122_mono.wav
BlockTarget_25,Target,C3,B, Кројачите му сошија сите по едно одело на богаташот.,Rising + Comma < DO,Кројачи,му,одело_с,богаташ_м,2,STE-123,Targets,target_STE-123_mono.wav,Targets/mono/target_STE-123_mono.wav
BlockTarget_25,Target,D4,C, Кројачите му сошија по едно одело сите на богаташот.,Rising + Comma < IO,Кројачи,му,одело_с,богаташ_м,3,STE-124,Targets,target_STE-124_mono.wav,Targets/mono/target_STE-124_mono.wav
BlockTarget_25,Target,E5,D, Кројачите му сошија по едно одело на богаташот сите.,Comma > Post S,Кројачи,му,одело_с,богаташ_м,4,STE-125,Targets,target_STE-125_mono.wav,Targets/mono/target_STE-125_mono.wav
BlockTarget_26,Target,A1,A, Сите музичари му приредија по една гозба на диригентот.,Standard,Музичари,му,гозба_ж,диригент_м,0,STE-126,Targets,target_STE-126_mono.wav,Targets/mono/target_STE-126_mono.wav
BlockTarget_26,Target,B2,B, Музичарите сите му приредија по една гозба на диригентот.,Rising + Comma < CL V,Музичари,му,гозба_ж,диригент_м,1,STE-127,Targets,target_STE-127_mono.wav,Targets/mono/target_STE-127_mono.wav
BlockTarget_26,Target,C3,C, Музичарите му приредија сите по една гозба на диригентот.,Rising + Comma < DO,Музичари,му,гозба_ж,диригент_м,2,STE-128,Targets,target_STE-128_mono.wav,Targets/mono/target_STE-128_mono.wav
BlockTarget_26,Target,D4,D, Музичарите му приредија по една гозба сите на диригентот.,Rising + Comma < IO,Музичари,му,гозба_ж,диригент_м,3,STE-129,Targets,target_STE-129_mono.wav,Targets/mono/target_STE-129_mono.wav
BlockTarget_26,Target,E5,E, Музичарите му приредија по една гозба на диригентот сите.,Comma > Post S,Музичари,му,гозба_ж,диригент_м,4,STE-130,Targets,target_STE-130_mono.wav,Targets/mono/target_STE-130_mono.wav
BlockTarget_27,Target,A1,B, Сите вработени му подготвија по еден предлог на шефот.,Standard,Вработени,му,предлог_м,шеф_м,0,STE-131,Targets,target_STE-131_mono.wav,Targets/mono/target_STE-131_mono.wav
BlockTarget_27,Target,B2,C, Вработените сите му подготвија по еден предлог на шефот.,Rising + Comma < CL V,Вработени,му,предлог_м,шеф_м,1,STE-132,Targets,target_STE-132_mono.wav,Targets/mono/target_STE-132_mono.wav
BlockTarget_27,Target,C3,D, Вработените му подготвија сите по еден предлог на шефот.,Rising + Comma < DO,Вработени,му,предлог_м,шеф_м,2,STE-133,Targets,target_STE-133_mono.wav,Targets/mono/target_STE-133_mono.wav
BlockTarget_27,Target,D4,E, Вработените му подготвија по еден предлог сите на шефот.,Rising + Comma < IO,Вработени,му,предлог_м,шеф_м,3,STE-134,Targets,target_STE-134_mono.wav,Targets/mono/target_STE-134_mono.wav
BlockTarget_27,Target,E5,A, Вработените му подготвија по еден предлог на шефот сите.,Comma > Post S,Вработени,му,предлог_м,шеф_м,4,STE-135,Targets,target_STE-135_mono.wav,Targets/mono/target_STE-135_mono.wav
BlockTarget_28,Target,A1,C, Сите консултанти му понудија по едно решение на инвеститорот.,Standard,Консултанти,му,решение_с,инвеститор_м,0,STE-136,Targets,target_STE-136_mono.wav,Targets/mono/target_STE-136_mono.wav
BlockTarget_28,Target,B2,D, Консултантите сите му понудија по едно решение на инвеститорот.,Rising + Comma < CL V,Консултанти,му,решение_с,инвеститор_м,1,STE-137,Targets,target_STE-137_mono.wav,Targets/mono/target_STE-137_mono.wav
BlockTarget_28,Target,C3,E, Консултантите му понудија сите по едно решение на инвеститорот.,Rising + Comma < DO,Консултанти,му,решение_с,инвеститор_м,2,STE-138,Targets,target_STE-138_mono.wav,Targets/mono/target_STE-138_mono.wav
BlockTarget_28,Target,D4,A, Консултантите му понудија по едно решение сите на инвеститорот.,Rising + Comma < IO,Консултанти,му,решение_с,инвеститор_м,3,STE-139,Targets,target_STE-139_mono.wav,Targets/mono/target_STE-139_mono.wav
BlockTarget_28,Target,E5,B, Консултантите му понудија по едно решение на инвеститорот сите.,Comma > Post S,Консултанти,му,решение_с,инвеститор_м,4,STE-140,Targets,target_STE-140_mono.wav,Targets/mono/target_STE-140_mono.wav
BlockTarget_29,Target,A1,D, Сите докторанти му изложија по една хипотеза на менторот.,Standard,Докторанти,му,хипотеза_ж,ментор_м,0,STE-141,Targets,target_STE-141_mono.wav,Targets/mono/target_STE-141_mono.wav
BlockTarget_29,Target,B2,E, Докторантите сите му изложија по една хипотеза на менторот.,Rising + Comma < CL V,Докторанти,му,хипотеза_ж,ментор_м,1,STE-142,Targets,target_STE-142_mono.wav,Targets/mono/target_STE-142_mono.wav
BlockTarget_29,Target,C3,A, Докторантите му изложија сите по една хипотеза на менторот.,Rising + Comma < DO,Докторанти,му,хипотеза_ж,ментор_м,2,STE-143,Targets,target_STE-143_mono.wav,Targets/mono/target_STE-143_mono.wav
BlockTarget_29,Target,D4,B, Докторантите му изложија по една хипотеза сите на менторот.,Rising + Comma < IO,Докторанти,му,хипотеза_ж,ментор_м,3,STE-144,Targets,target_STE-144_mono.wav,Targets/mono/target_STE-144_mono.wav
BlockTarget_29,Target,E5,C, Докторантите му изложија по една хипотеза на менторот сите.,Comma > Post S,Докторанти,му,хипотеза_ж,ментор_м,4,STE-145,Targets,target_STE-145_mono.wav,Targets/mono/target_STE-145_mono.wav
BlockTarget_30,Target,A1,E, Сите другари му посветија по еден ден на туристот.,Standard,Другари,му,ден_с,турист_м,0,STE-146,Targets,target_STE-146_mono.wav,Targets/mono/target_STE-146_mono.wav
BlockTarget_30,Target,B2,A, Другарите сите му посветија по еден ден на туристот.,Rising + Comma < CL V,Другари,му,ден_с,турист_м,1,STE-147,Targets,target_STE-147_mono.wav,Targets/mono/target_STE-147_mono.wav
BlockTarget_30,Target,C3,B, Другарите му посветија сите по еден ден на туристот.,Rising + Comma < DO,Другари,му,ден_с,турист_м,2,STE-148,Targets,target_STE-148_mono.wav,Targets/mono/target_STE-148_mono.wav
BlockTarget_30,Target,D4,C, Другарите му посветија по еден ден сите на туристот.,Rising + Comma < IO,Другари,му,ден_с,турист_м,3,STE-149,Targets,target_STE-149_mono.wav,Targets/mono/target_STE-149_mono.wav
BlockTarget_30,Target,E5,D, Другарите му посветија по еден ден на туристот сите.,Comma > Post S,Другари,му,ден_с,турист_м,4,STE-150,Targets,target_STE-150_mono.wav,Targets/mono/target_STE-150_mono.wav
BlockFiller_3,FillerG,NA,A, Купувачот ја праша продавачката колку кошта лаптопот.,NA,NA,NA,NA,NA,NA,STE-001,FillersG,filler1_STE-001_mono.wav,Filler1/mono/filler1_STE-001_mono.wav
BlockFiller_3,FillerG,NA,B, Купувачот ја праша продавачката колку кошта лаптопот.,NA,NA,NA,NA,NA,NA,STE-001,FillersG,filler1_STE-001_mono.wav,Filler1/mono/filler1_STE-001_mono.wav
BlockFiller_3,FillerG,NA,C, Купувачот ја праша продавачката колку кошта лаптопот.,NA,NA,NA,NA,NA,NA,STE-001,FillersG,filler1_STE-001_mono.wav,Filler1/mono/filler1_STE-001_mono.wav
BlockFiller_3,FillerG,NA,D, Купувачот ја праша продавачката колку кошта лаптопот.,NA,NA,NA,NA,NA,NA,STE-001,FillersG,filler1_STE-001_mono.wav,Filler1/mono/filler1_STE-001_mono.wav
BlockFiller_3,FillerG,NA,E, Купувачот ја праша продавачката колку кошта лаптопот.,NA,NA,NA,NA,NA,NA,STE-001,FillersG,filler1_STE-001_mono.wav,Filler1/mono/filler1_STE-001_mono.wav
BlockFiller_4,FillerG,NA,A, Граѓаните ја снабдија старата библиотека со нови книги.,NA,NA,NA,NA,NA,NA,STE-002,FillersG,filler1_STE-002_mono.wav,Filler1/mono/filler1_STE-002_mono.wav
BlockFiller_4,FillerG,NA,B, Граѓаните ја снабдија старата библиотека со нови книги.,NA,NA,NA,NA,NA,NA,STE-002,FillersG,filler1_STE-002_mono.wav,Filler1/mono/filler1_STE-002_mono.wav
BlockFiller_4,FillerG,NA,C, Граѓаните ја снабдија старата библиотека со нови книги.,NA,NA,NA,NA,NA,NA,STE-002,FillersG,filler1_STE-002_mono.wav,Filler1/mono/filler1_STE-002_mono.wav
BlockFiller_4,FillerG,NA,D, Граѓаните ја снабдија старата библиотека со нови книги.,NA,NA,NA,NA,NA,NA,STE-002,FillersG,filler1_STE-002_mono.wav,Filler1/mono/filler1_STE-002_mono.wav
BlockFiller_4,FillerG,NA,E, Граѓаните ја снабдија старата библиотека со нови книги.,NA,NA,NA,NA,NA,NA,STE-002,FillersG,filler1_STE-002_mono.wav,Filler1/mono/filler1_STE-002_mono.wav
BlockFiller_5,FillerG,NA,A, Страшните кучиња го исплашија младото осетливо дете.  ,NA,NA,NA,NA,NA,NA,STE-003,FillersG,filler1_STE-003_mono.wav,Filler1/mono/filler1_STE-003_mono.wav
BlockFiller_5,FillerG,NA,B, Страшните кучиња го исплашија младото осетливо дете.  ,NA,NA,NA,NA,NA,NA,STE-003,FillersG,filler1_STE-003_mono.wav,Filler1/mono/filler1_STE-003_mono.wav
BlockFiller_5,FillerG,NA,C, Страшните кучиња го исплашија младото осетливо дете.  ,NA,NA,NA,NA,NA,NA,STE-003,FillersG,filler1_STE-003_mono.wav,Filler1/mono/filler1_STE-003_mono.wav
BlockFiller_5,FillerG,NA,D, Страшните кучиња го исплашија младото осетливо дете.  ,NA,NA,NA,NA,NA,NA,STE-003,FillersG,filler1_STE-003_mono.wav,Filler1/mono/filler1_STE-003_mono.wav
BlockFiller_5,FillerG,NA,E, Страшните кучиња го исплашија младото осетливо дете.  ,NA,NA,NA,NA,NA,NA,STE-003,FillersG,filler1_STE-003_mono.wav,Filler1/mono/filler1_STE-003_mono.wav
BlockFiller_6,FillerG,NA,A, Комисијата го прифати предлогот на жителите по некое време.,NA,NA,NA,NA,NA,NA,STE-004,FillersG,filler1_STE-004_mono.wav,Filler1/mono/filler1_STE-004_mono.wav
BlockFiller_6,FillerG,NA,B, Комисијата го прифати предлогот на жителите по некое време.,NA,NA,NA,NA,NA,NA,STE-004,FillersG,filler1_STE-004_mono.wav,Filler1/mono/filler1_STE-004_mono.wav
BlockFiller_6,FillerG,NA,C, Комисијата го прифати предлогот на жителите по некое време.,NA,NA,NA,NA,NA,NA,STE-004,FillersG,filler1_STE-004_mono.wav,Filler1/mono/filler1_STE-004_mono.wav
BlockFiller_6,FillerG,NA,D, Комисијата го прифати предлогот на жителите по некое време.,NA,NA,NA,NA,NA,NA,STE-004,FillersG,filler1_STE-004_mono.wav,Filler1/mono/filler1_STE-004_mono.wav
BlockFiller_6,FillerG,NA,E, Комисијата го прифати предлогот на жителите по некое време.,NA,NA,NA,NA,NA,NA,STE-004,FillersG,filler1_STE-004_mono.wav,Filler1/mono/filler1_STE-004_mono.wav
BlockFiller_7,FillerG,NA,A, Билетите за фестивалот брзо се распродадоа иако беа скапи.,NA,NA,NA,NA,NA,NA,STE-005,FillersG,filler1_STE-005_mono.wav,Filler1/mono/filler1_STE-005_mono.wav
BlockFiller_7,FillerG,NA,B, Билетите за фестивалот брзо се распродадоа иако беа скапи.,NA,NA,NA,NA,NA,NA,STE-005,FillersG,filler1_STE-005_mono.wav,Filler1/mono/filler1_STE-005_mono.wav
BlockFiller_7,FillerG,NA,C, Билетите за фестивалот брзо се распродадоа иако беа скапи.,NA,NA,NA,NA,NA,NA,STE-005,FillersG,filler1_STE-005_mono.wav,Filler1/mono/filler1_STE-005_mono.wav
BlockFiller_7,FillerG,NA,D, Билетите за фестивалот брзо се распродадоа иако беа скапи.,NA,NA,NA,NA,NA,NA,STE-005,FillersG,filler1_STE-005_mono.wav,Filler1/mono/filler1_STE-005_mono.wav
BlockFiller_7,FillerG,NA,E, Билетите за фестивалот брзо се распродадоа иако беа скапи.,NA,NA,NA,NA,NA,NA,STE-005,FillersG,filler1_STE-005_mono.wav,Filler1/mono/filler1_STE-005_mono.wav
BlockFiller_8,FillerG,NA,A, Возбудените туристи веднаш го посетија познатиот музеј.,NA,NA,NA,NA,NA,NA,STE-006,FillersG,filler1_STE-006_mono.wav,Filler1/mono/filler1_STE-006_mono.wav
BlockFiller_8,FillerG,NA,B, Возбудените туристи веднаш го посетија познатиот музеј.,NA,NA,NA,NA,NA,NA,STE-006,FillersG,filler1_STE-006_mono.wav,Filler1/mono/filler1_STE-006_mono.wav
BlockFiller_8,FillerG,NA,C, Возбудените туристи веднаш го посетија познатиот музеј.,NA,NA,NA,NA,NA,NA,STE-006,FillersG,filler1_STE-006_mono.wav,Filler1/mono/filler1_STE-006_mono.wav
BlockFiller_8,FillerG,NA,D, Возбудените туристи веднаш го посетија познатиот музеј.,NA,NA,NA,NA,NA,NA,STE-006,FillersG,filler1_STE-006_mono.wav,Filler1/mono/filler1_STE-006_mono.wav
BlockFiller_8,FillerG,NA,E, Возбудените туристи веднаш го посетија познатиот музеј.,NA,NA,NA,NA,NA,NA,STE-006,FillersG,filler1_STE-006_mono.wav,Filler1/mono/filler1_STE-006_mono.wav
BlockFiller_9,FillerG,NA,A, Универзитетот го одобри барањето за нов студентски центар.,NA,NA,NA,NA,NA,NA,STE-007,FillersG,filler1_STE-007_mono.wav,Filler1/mono/filler1_STE-007_mono.wav
BlockFiller_9,FillerG,NA,B, Универзитетот го одобри барањето за нов студентски центар.,NA,NA,NA,NA,NA,NA,STE-007,FillersG,filler1_STE-007_mono.wav,Filler1/mono/filler1_STE-007_mono.wav
BlockFiller_9,FillerG,NA,C, Универзитетот го одобри барањето за нов студентски центар.,NA,NA,NA,NA,NA,NA,STE-007,FillersG,filler1_STE-007_mono.wav,Filler1/mono/filler1_STE-007_mono.wav
BlockFiller_9,FillerG,NA,D, Универзитетот го одобри барањето за нов студентски центар.,NA,NA,NA,NA,NA,NA,STE-007,FillersG,filler1_STE-007_mono.wav,Filler1/mono/filler1_STE-007_mono.wav
BlockFiller_9,FillerG,NA,E, Универзитетот го одобри барањето за нов студентски центар.,NA,NA,NA,NA,NA,NA,STE-007,FillersG,filler1_STE-007_mono.wav,Filler1/mono/filler1_STE-007_mono.wav
BlockFiller_10,FillerG,NA,A, Сервисерот ги поправи расипаните компјутери за еден ден.,NA,NA,NA,NA,NA,NA,STE-008,FillersG,filler1_STE-008_mono.wav,Filler1/mono/filler1_STE-008_mono.wav
BlockFiller_10,FillerG,NA,B, Сервисерот ги поправи расипаните компјутери за еден ден.,NA,NA,NA,NA,NA,NA,STE-008,FillersG,filler1_STE-008_mono.wav,Filler1/mono/filler1_STE-008_mono.wav
BlockFiller_10,FillerG,NA,C, Сервисерот ги поправи расипаните компјутери за еден ден.,NA,NA,NA,NA,NA,NA,STE-008,FillersG,filler1_STE-008_mono.wav,Filler1/mono/filler1_STE-008_mono.wav
BlockFiller_10,FillerG,NA,D, Сервисерот ги поправи расипаните компјутери за еден ден.,NA,NA,NA,NA,NA,NA,STE-008,FillersG,filler1_STE-008_mono.wav,Filler1/mono/filler1_STE-008_mono.wav
BlockFiller_10,FillerG,NA,E, Сервисерот ги поправи расипаните компјутери за еден ден.,NA,NA,NA,NA,NA,NA,STE-008,FillersG,filler1_STE-008_mono.wav,Filler1/mono/filler1_STE-008_mono.wav
BlockFiller_11,FillerG,NA,A, Изведбата на глумците ја восхити вечерашната публика.,NA,NA,NA,NA,NA,NA,STE-009,FillersG,filler1_STE-009_mono.wav,Filler1/mono/filler1_STE-009_mono.wav
BlockFiller_11,FillerG,NA,B, Изведбата на глумците ја восхити вечерашната публика.,NA,NA,NA,NA,NA,NA,STE-009,FillersG,filler1_STE-009_mono.wav,Filler1/mono/filler1_STE-009_mono.wav
BlockFiller_11,FillerG,NA,C, Изведбата на глумците ја восхити вечерашната публика.,NA,NA,NA,NA,NA,NA,STE-009,FillersG,filler1_STE-009_mono.wav,Filler1/mono/filler1_STE-009_mono.wav
BlockFiller_11,FillerG,NA,D, Изведбата на глумците ја восхити вечерашната публика.,NA,NA,NA,NA,NA,NA,STE-009,FillersG,filler1_STE-009_mono.wav,Filler1/mono/filler1_STE-009_mono.wav
BlockFiller_11,FillerG,NA,E, Изведбата на глумците ја восхити вечерашната публика.,NA,NA,NA,NA,NA,NA,STE-009,FillersG,filler1_STE-009_mono.wav,Filler1/mono/filler1_STE-009_mono.wav
BlockFiller_12,FillerG,NA,A, Чистачите не го најдоа црниот чадор на стариот господин.,NA,NA,NA,NA,NA,NA,STE-010,FillersG,filler1_STE-010_mono.wav,Filler1/mono/filler1_STE-010_mono.wav
BlockFiller_12,FillerG,NA,B, Чистачите не го најдоа црниот чадор на стариот господин.,NA,NA,NA,NA,NA,NA,STE-010,FillersG,filler1_STE-010_mono.wav,Filler1/mono/filler1_STE-010_mono.wav
BlockFiller_12,FillerG,NA,C, Чистачите не го најдоа црниот чадор на стариот господин.,NA,NA,NA,NA,NA,NA,STE-010,FillersG,filler1_STE-010_mono.wav,Filler1/mono/filler1_STE-010_mono.wav
BlockFiller_12,FillerG,NA,D, Чистачите не го најдоа црниот чадор на стариот господин.,NA,NA,NA,NA,NA,NA,STE-010,FillersG,filler1_STE-010_mono.wav,Filler1/mono/filler1_STE-010_mono.wav
BlockFiller_12,FillerG,NA,E, Чистачите не го најдоа црниот чадор на стариот господин.,NA,NA,NA,NA,NA,NA,STE-010,FillersG,filler1_STE-010_mono.wav,Filler1/mono/filler1_STE-010_mono.wav
BlockFiller_13,FillerG,NA,A, Учениците ја поддржаа идејата на нивната омилена наставничка.,NA,NA,NA,NA,NA,NA,STE-011,FillersG,filler1_STE-011_mono.wav,Filler1/mono/filler1_STE-011_mono.wav
BlockFiller_13,FillerG,NA,B, Учениците ја поддржаа идејата на нивната омилена наставничка.,NA,NA,NA,NA,NA,NA,STE-011,FillersG,filler1_STE-011_mono.wav,Filler1/mono/filler1_STE-011_mono.wav
BlockFiller_13,FillerG,NA,C, Учениците ја поддржаа идејата на нивната омилена наставничка.,NA,NA,NA,NA,NA,NA,STE-011,FillersG,filler1_STE-011_mono.wav,Filler1/mono/filler1_STE-011_mono.wav
BlockFiller_13,FillerG,NA,D, Учениците ја поддржаа идејата на нивната омилена наставничка.,NA,NA,NA,NA,NA,NA,STE-011,FillersG,filler1_STE-011_mono.wav,Filler1/mono/filler1_STE-011_mono.wav
BlockFiller_13,FillerG,NA,E, Учениците ја поддржаа идејата на нивната омилена наставничка.,NA,NA,NA,NA,NA,NA,STE-011,FillersG,filler1_STE-011_mono.wav,Filler1/mono/filler1_STE-011_mono.wav
BlockFiller_14,FillerG,NA,A, Пензионерите играа шах по цели денови во својот клуб.,NA,NA,NA,NA,NA,NA,STE-012,FillersG,filler1_STE-012_mono.wav,Filler1/mono/filler1_STE-012_mono.wav
BlockFiller_14,FillerG,NA,B, Пензионерите играа шах по цели денови во својот клуб.,NA,NA,NA,NA,NA,NA,STE-012,FillersG,filler1_STE-012_mono.wav,Filler1/mono/filler1_STE-012_mono.wav
BlockFiller_14,FillerG,NA,C, Пензионерите играа шах по цели денови во својот клуб.,NA,NA,NA,NA,NA,NA,STE-012,FillersG,filler1_STE-012_mono.wav,Filler1/mono/filler1_STE-012_mono.wav
BlockFiller_14,FillerG,NA,D, Пензионерите играа шах по цели денови во својот клуб.,NA,NA,NA,NA,NA,NA,STE-012,FillersG,filler1_STE-012_mono.wav,Filler1/mono/filler1_STE-012_mono.wav
BlockFiller_14,FillerG,NA,E, Пензионерите играа шах по цели денови во својот клуб.,NA,NA,NA,NA,NA,NA,STE-012,FillersG,filler1_STE-012_mono.wav,Filler1/mono/filler1_STE-012_mono.wav
BlockFiller_15,FillerG,NA,A, Пациентот им се пожали на докторите за силните болки.,NA,NA,NA,NA,NA,NA,STE-013,FillersG,filler1_STE-013_mono.wav,Filler1/mono/filler1_STE-013_mono.wav
BlockFiller_15,FillerG,NA,B, Пациентот им се пожали на докторите за силните болки.,NA,NA,NA,NA,NA,NA,STE-013,FillersG,filler1_STE-013_mono.wav,Filler1/mono/filler1_STE-013_mono.wav
BlockFiller_15,FillerG,NA,C, Пациентот им се пожали на докторите за силните болки.,NA,NA,NA,NA,NA,NA,STE-013,FillersG,filler1_STE-013_mono.wav,Filler1/mono/filler1_STE-013_mono.wav
BlockFiller_15,FillerG,NA,D, Пациентот им се пожали на докторите за силните болки.,NA,NA,NA,NA,NA,NA,STE-013,FillersG,filler1_STE-013_mono.wav,Filler1/mono/filler1_STE-013_mono.wav
