Block,Type,Condition_label,Group,Sentences,Prosody,Subject,Clitic_gender,Direct_object_gender,Indirect_object_gender,Num_inter_elements,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name
BlockFiller_15,FillerG,NA,E, Пациентот им се пожали на докторите за силните болки.,NA,NA,NA,NA,NA,NA,STE-013,FillersG,filler1_STE-013_mono.wav,Filler1/mono/filler1_STE-013_mono.wav
BlockFiller_16,FillerG,NA,A, Писателот накрај го заврши макотрпното долго поглавје.,NA,NA,NA,NA,NA,NA,STE-014,FillersG,filler1_STE-014_mono.wav,Filler1/mono/filler1_STE-014_mono.wav
BlockFiller_16,FillerG,NA,B, Писателот накрај го заврши макотрпното долго поглавје.,NA,NA,NA,NA,NA,NA,STE-014,FillersG,filler1_STE-014_mono.wav,Filler1/mono/filler1_STE-014_mono.wav
BlockFiller_16,FillerG,NA,C, Писателот накрај го заврши макотрпното долго поглавје.,NA,NA,NA,NA,NA,NA,STE-014,FillersG,filler1_STE-014_mono.wav,Filler1/mono/filler1_STE-014_mono.wav
BlockFiller_16,FillerG,NA,D, Писателот накрај го заврши макотрпното долго поглавје.,NA,NA,NA,NA,NA,NA,STE-014,FillersG,filler1_STE-014_mono.wav,Filler1/mono/filler1_STE-014_mono.wav
BlockFiller_16,FillerG,NA,E, Писателот накрај го заврши макотрпното долго поглавје.,NA,NA,NA,NA,NA,NA,STE-014,FillersG,filler1_STE-014_mono.wav,Filler1/mono/filler1_STE-014_mono.wav
BlockFiller_17,FillerG,NA,A, Рецепционерот им помогна на странските гости сабајлево.,NA,NA,NA,NA,NA,NA,STE-015,FillersG,filler1_STE-015_mono.wav,Filler1/mono/filler1_STE-015_mono.wav
BlockFiller_17,FillerG,NA,B, Рецепционерот им помогна на странските гости сабајлево.,NA,NA,NA,NA,NA,NA,STE-015,FillersG,filler1_STE-015_mono.wav,Filler1/mono/filler1_STE-015_mono.wav
BlockFiller_17,FillerG,NA,C, Рецепционерот им помогна на странските гости сабајлево.,NA,NA,NA,NA,NA,NA,STE-015,FillersG,filler1_STE-015_mono.wav,Filler1/mono/filler1_STE-015_mono.wav
BlockFiller_17,FillerG,NA,D, Рецепционерот им помогна на странските гости сабајлево.,NA,NA,NA,NA,NA,NA,STE-015,FillersG,filler1_STE-015_mono.wav,Filler1/mono/filler1_STE-015_mono.wav
BlockFiller_17,FillerG,NA,E, Рецепционерот им помогна на странските гости сабајлево.,NA,NA,NA,NA,NA,NA,STE-015,FillersG,filler1_STE-015_mono.wav,Filler1/mono/filler1_STE-015_mono.wav
BlockFiller_18,FillerG,NA,A, Новите возбудени членови ја платија многу скапата членарина.,NA,NA,NA,NA,NA,NA,STE-016,FillersG,filler1_STE-016_mono.wav,Filler1/mono/filler1_STE-016_mono.wav
BlockFiller_18,FillerG,NA,B, Новите возбудени членови ја платија многу скапата членарина.,NA,NA,NA,NA,NA,NA,STE-016,FillersG,filler1_STE-016_mono.wav,Filler1/mono/filler1_STE-016_mono.wav
BlockFiller_18,FillerG,NA,C, Новите возбудени членови ја платија многу скапата членарина.,NA,NA,NA,NA,NA,NA,STE-016,FillersG,filler1_STE-016_mono.wav,Filler1/mono/filler1_STE-016_mono.wav
BlockFiller_18,FillerG,NA,D, Новите возбудени членови ја платија многу скапата членарина.,NA,NA,NA,NA,NA,NA,STE-016,FillersG,filler1_STE-016_mono.wav,Filler1/mono/filler1_STE-016_mono.wav
BlockFiller_18,FillerG,NA,E, Новите возбудени членови ја платија многу скапата членарина.,NA,NA,NA,NA,NA,NA,STE-016,FillersG,filler1_STE-016_mono.wav,Filler1/mono/filler1_STE-016_mono.wav
BlockFiller_19,FillerG,NA,A, Филмскиот фестивал се оддржува секоја година во кинотека.,NA,NA,NA,NA,NA,NA,STE-017,FillersG,filler1_STE-017_mono.wav,Filler1/mono/filler1_STE-017_mono.wav
BlockFiller_19,FillerG,NA,B, Филмскиот фестивал се оддржува секоја година во кинотека.,NA,NA,NA,NA,NA,NA,STE-017,FillersG,filler1_STE-017_mono.wav,Filler1/mono/filler1_STE-017_mono.wav
BlockFiller_19,FillerG,NA,C, Филмскиот фестивал се оддржува секоја година во кинотека.,NA,NA,NA,NA,NA,NA,STE-017,FillersG,filler1_STE-017_mono.wav,Filler1/mono/filler1_STE-017_mono.wav
BlockFiller_19,FillerG,NA,D, Филмскиот фестивал се оддржува секоја година во кинотека.,NA,NA,NA,NA,NA,NA,STE-017,FillersG,filler1_STE-017_mono.wav,Filler1/mono/filler1_STE-017_mono.wav
BlockFiller_19,FillerG,NA,E, Филмскиот фестивал се оддржува секоја година во кинотека.,NA,NA,NA,NA,NA,NA,STE-017,FillersG,filler1_STE-017_mono.wav,Filler1/mono/filler1_STE-017_mono.wav
BlockFiller_20,FillerG,NA,A, Гневните станари му се пожалија на соседот за бучавата.,NA,NA,NA,NA,NA,NA,STE-018,FillersG,filler1_STE-018_mono.wav,Filler1/mono/filler1_STE-018_mono.wav
BlockFiller_20,FillerG,NA,B, Гневните станари му се пожалија на соседот за бучавата.,NA,NA,NA,NA,NA,NA,STE-018,FillersG,filler1_STE-018_mono.wav,Filler1/mono/filler1_STE-018_mono.wav
BlockFiller_20,FillerG,NA,C, Гневните станари му се пожалија на соседот за бучавата.,NA,NA,NA,NA,NA,NA,STE-018,FillersG,filler1_STE-018_mono.wav,Filler1/mono/filler1_STE-018_mono.wav
BlockFiller_20,FillerG,NA,D, Гневните станари му се пожалија на соседот за бучавата.,NA,NA,NA,NA,NA,NA,STE-018,FillersG,filler1_STE-018_mono.wav,Filler1/mono/filler1_STE-018_mono.wav
BlockFiller_20,FillerG,NA,E, Гневните станари му се пожалија на соседот за бучавата.,NA,NA,NA,NA,NA,NA,STE-018,FillersG,filler1_STE-018_mono.wav,Filler1/mono/filler1_STE-018_mono.wav
BlockFiller_21,FillerG,NA,A, Добриот ученик ги прочита лектирите за оваа учебна година.,NA,NA,NA,NA,NA,NA,STE-019,FillersG,filler1_STE-019_mono.wav,Filler1/mono/filler1_STE-019_mono.wav
BlockFiller_21,FillerG,NA,B, Добриот ученик ги прочита лектирите за оваа учебна година.,NA,NA,NA,NA,NA,NA,STE-019,FillersG,filler1_STE-019_mono.wav,Filler1/mono/filler1_STE-019_mono.wav
BlockFiller_21,FillerG,NA,C, Добриот ученик ги прочита лектирите за оваа учебна година.,NA,NA,NA,NA,NA,NA,STE-019,FillersG,filler1_STE-019_mono.wav,Filler1/mono/filler1_STE-019_mono.wav
BlockFiller_21,FillerG,NA,D, Добриот ученик ги прочита лектирите за оваа учебна година.,NA,NA,NA,NA,NA,NA,STE-019,FillersG,filler1_STE-019_mono.wav,Filler1/mono/filler1_STE-019_mono.wav
BlockFiller_21,FillerG,NA,E, Добриот ученик ги прочита лектирите за оваа учебна година.,NA,NA,NA,NA,NA,NA,STE-019,FillersG,filler1_STE-019_mono.wav,Filler1/mono/filler1_STE-019_mono.wav
BlockFiller_22,FillerG,NA,A, Цимерите го посветија целиот ден на чистење и на готвење.,NA,NA,NA,NA,NA,NA,STE-020,FillersG,filler1_STE-020_mono.wav,Filler1/mono/filler1_STE-020_mono.wav
BlockFiller_22,FillerG,NA,B, Цимерите го посветија целиот ден на чистење и на готвење.,NA,NA,NA,NA,NA,NA,STE-020,FillersG,filler1_STE-020_mono.wav,Filler1/mono/filler1_STE-020_mono.wav
BlockFiller_22,FillerG,NA,C, Цимерите го посветија целиот ден на чистење и на готвење.,NA,NA,NA,NA,NA,NA,STE-020,FillersG,filler1_STE-020_mono.wav,Filler1/mono/filler1_STE-020_mono.wav
BlockFiller_22,FillerG,NA,D, Цимерите го посветија целиот ден на чистење и на готвење.,NA,NA,NA,NA,NA,NA,STE-020,FillersG,filler1_STE-020_mono.wav,Filler1/mono/filler1_STE-020_mono.wav
BlockFiller_22,FillerG,NA,E, Цимерите го посветија целиот ден на чистење и на готвење.,NA,NA,NA,NA,NA,NA,STE-020,FillersG,filler1_STE-020_mono.wav,Filler1/mono/filler1_STE-020_mono.wav
BlockFiller_23,FillerG,NA,A, Математичарот конечно го реши тешкиот проблем брзо.,NA,NA,NA,NA,NA,NA,STE-021,FillersG,filler1_STE-021_mono.wav,Filler1/mono/filler1_STE-021_mono.wav
BlockFiller_23,FillerG,NA,B, Математичарот конечно го реши тешкиот проблем брзо.,NA,NA,NA,NA,NA,NA,STE-021,FillersG,filler1_STE-021_mono.wav,Filler1/mono/filler1_STE-021_mono.wav
BlockFiller_23,FillerG,NA,C, Математичарот конечно го реши тешкиот проблем брзо.,NA,NA,NA,NA,NA,NA,STE-021,FillersG,filler1_STE-021_mono.wav,Filler1/mono/filler1_STE-021_mono.wav
BlockFiller_23,FillerG,NA,D, Математичарот конечно го реши тешкиот проблем брзо.,NA,NA,NA,NA,NA,NA,STE-021,FillersG,filler1_STE-021_mono.wav,Filler1/mono/filler1_STE-021_mono.wav
BlockFiller_23,FillerG,NA,E, Математичарот конечно го реши тешкиот проблем брзо.,NA,NA,NA,NA,NA,NA,STE-021,FillersG,filler1_STE-021_mono.wav,Filler1/mono/filler1_STE-021_mono.wav
BlockFiller_24,FillerG,NA,A, Посетителите си ги земаа своите нешта и си заминаа веднаш.,NA,NA,NA,NA,NA,NA,STE-022,FillersG,filler1_STE-022_mono.wav,Filler1/mono/filler1_STE-022_mono.wav
BlockFiller_24,FillerG,NA,B, Посетителите си ги земаа своите нешта и си заминаа веднаш.,NA,NA,NA,NA,NA,NA,STE-022,FillersG,filler1_STE-022_mono.wav,Filler1/mono/filler1_STE-022_mono.wav
BlockFiller_24,FillerG,NA,C, Посетителите си ги земаа своите нешта и си заминаа веднаш.,NA,NA,NA,NA,NA,NA,STE-022,FillersG,filler1_STE-022_mono.wav,Filler1/mono/filler1_STE-022_mono.wav
BlockFiller_24,FillerG,NA,D, Посетителите си ги земаа своите нешта и си заминаа веднаш.,NA,NA,NA,NA,NA,NA,STE-022,FillersG,filler1_STE-022_mono.wav,Filler1/mono/filler1_STE-022_mono.wav
BlockFiller_24,FillerG,NA,E, Посетителите си ги земаа своите нешта и си заминаа веднаш.,NA,NA,NA,NA,NA,NA,STE-022,FillersG,filler1_STE-022_mono.wav,Filler1/mono/filler1_STE-022_mono.wav
BlockFiller_25,FillerG,NA,A, Секретарката брзо му одговори на вработениот по мејл.,NA,NA,NA,NA,NA,NA,STE-023,FillersG,filler1_STE-023_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_25,FillerG,NA,B, Секретарката брзо му одговори на вработениот по мејл.,NA,NA,NA,NA,NA,NA,STE-023,FillersG,filler1_STE-023_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_25,FillerG,NA,C, Секретарката брзо му одговори на вработениот по мејл.,NA,NA,NA,NA,NA,NA,STE-023,FillersG,filler1_STE-023_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_25,FillerG,NA,D, Секретарката брзо му одговори на вработениот по мејл.,NA,NA,NA,NA,NA,NA,STE-023,FillersG,filler1_STE-023_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_25,FillerG,NA,E, Секретарката брзо му одговори на вработениот по мејл.,NA,NA,NA,NA,NA,NA,STE-023,FillersG,filler1_STE-023_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_26,FillerG,NA,A, Претседателот им соопшти на членовите дека ќе се пензионира.,NA,NA,NA,NA,NA,NA,STE-024,FillersG,filler1_STE-024_mono.wav,Filler1/mono/filler1_STE-023_mono.wav
BlockFiller_26,FillerG,NA,B, Претседателот им соопшти на членовите дека ќе се пензионира.,NA,NA,NA,NA,NA,NA,STE-024,FillersG,filler1_STE-024_mono.wav,Filler1/mono/filler1_STE-024_mono.wav
BlockFiller_26,FillerG,NA,C, Претседателот им соопшти на членовите дека ќе се пензионира.,NA,NA,NA,NA,NA,NA,STE-024,FillersG,filler1_STE-024_mono.wav,Filler1/mono/filler1_STE-024_mono.wav
BlockFiller_26,FillerG,NA,D, Претседателот им соопшти на членовите дека ќе се пензионира.,NA,NA,NA,NA,NA,NA,STE-024,FillersG,filler1_STE-024_mono.wav,Filler1/mono/filler1_STE-024_mono.wav
BlockFiller_26,FillerG,NA,E, Претседателот им соопшти на членовите дека ќе се пензионира.,NA,NA,NA,NA,NA,NA,STE-024,FillersG,filler1_STE-024_mono.wav,Filler1/mono/filler1_STE-024_mono.wav
BlockFiller_27,FillerUNG,NA,A, Купувачите ја купија новиот телевизор веднаш штом излезе.,NA,NA,NA,NA,NA,NA,STE-001,FillersUNG,filler2_STE-001_mono.wav,Filler2/mono/filler2_STE-001_mono.wav
BlockFiller_27,FillerUNG,NA,B, Купувачите ја купија новиот телевизор веднаш штом излезе.,NA,NA,NA,NA,NA,NA,STE-001,FillersUNG,filler2_STE-001_mono.wav,Filler2/mono/filler2_STE-001_mono.wav
BlockFiller_27,FillerUNG,NA,C, Купувачите ја купија новиот телевизор веднаш штом излезе.,NA,NA,NA,NA,NA,NA,STE-001,FillersUNG,filler2_STE-001_mono.wav,Filler2/mono/filler2_STE-001_mono.wav
BlockFiller_27,FillerUNG,NA,D, Купувачите ја купија новиот телевизор веднаш штом излезе.,NA,NA,NA,NA,NA,NA,STE-001,FillersUNG,filler2_STE-001_mono.wav,Filler2/mono/filler2_STE-001_mono.wav
BlockFiller_27,FillerUNG,NA,E, Купувачите ја купија новиот телевизор веднаш штом излезе.,NA,NA,NA,NA,NA,NA,STE-001,FillersUNG,filler2_STE-001_mono.wav,Filler2/mono/filler2_STE-001_mono.wav
BlockFiller_28,FillerUNG,NA,A, Петте студенти го положивме последниот испит со шестка.,NA,NA,NA,NA,NA,NA,STE-002,FillersUNG,filler2_STE-002_mono.wav,Filler2/mono/filler2_STE-002_mono.wav
BlockFiller_28,FillerUNG,NA,B, Петте студенти го положивме последниот испит со шестка.,NA,NA,NA,NA,NA,NA,STE-002,FillersUNG,filler2_STE-002_mono.wav,Filler2/mono/filler2_STE-002_mono.wav
BlockFiller_28,FillerUNG,NA,C, Петте студенти го положивме последниот испит со шестка.,NA,NA,NA,NA,NA,NA,STE-002,FillersUNG,filler2_STE-002_mono.wav,Filler2/mono/filler2_STE-002_mono.wav
BlockFiller_28,FillerUNG,NA,D, Петте студенти го положивме последниот испит со шестка.,NA,NA,NA,NA,NA,NA,STE-002,FillersUNG,filler2_STE-002_mono.wav,Filler2/mono/filler2_STE-002_mono.wav
BlockFiller_28,FillerUNG,NA,E, Петте студенти го положивме последниот испит со шестка.,NA,NA,NA,NA,NA,NA,STE-002,FillersUNG,filler2_STE-002_mono.wav,Filler2/mono/filler2_STE-002_mono.wav
BlockFiller_29,FillerUNG,NA,A, Добри млади децата играа фудбал секој ден кај школото.,NA,NA,NA,NA,NA,NA,STE-003,FillersUNG,filler2_STE-003_mono.wav,Filler2/mono/filler2_STE-003_mono.wav
BlockFiller_29,FillerUNG,NA,B, Добри млади децата играа фудбал секој ден кај школото.,NA,NA,NA,NA,NA,NA,STE-003,FillersUNG,filler2_STE-003_mono.wav,Filler2/mono/filler2_STE-003_mono.wav
BlockFiller_29,FillerUNG,NA,C, Добри млади децата играа фудбал секој ден кај школото.,NA,NA,NA,NA,NA,NA,STE-003,FillersUNG,filler2_STE-003_mono.wav,Filler2/mono/filler2_STE-003_mono.wav
BlockFiller_29,FillerUNG,NA,D, Добри млади децата играа фудбал секој ден кај школото.,NA,NA,NA,NA,NA,NA,STE-003,FillersUNG,filler2_STE-003_mono.wav,Filler2/mono/filler2_STE-003_mono.wav
BlockFiller_29,FillerUNG,NA,E, Добри млади децата играа фудбал секој ден кај школото.,NA,NA,NA,NA,NA,NA,STE-003,FillersUNG,filler2_STE-003_mono.wav,Filler2/mono/filler2_STE-003_mono.wav
BlockFiller_30,FillerUNG,NA,A, Асистентот и помогна на ученикот со тешкиот проблем.,NA,NA,NA,NA,NA,NA,STE-004,FillersUNG,filler2_STE-004_mono.wav,Filler2/mono/filler2_STE-004_mono.wav
BlockFiller_30,FillerUNG,NA,B, Асистентот и помогна на ученикот со тешкиот проблем.,NA,NA,NA,NA,NA,NA,STE-004,FillersUNG,filler2_STE-004_mono.wav,Filler2/mono/filler2_STE-004_mono.wav
BlockFiller_30,FillerUNG,NA,C, Асистентот и помогна на ученикот со тешкиот проблем.,NA,NA,NA,NA,NA,NA,STE-004,FillersUNG,filler2_STE-004_mono.wav,Filler2/mono/filler2_STE-004_mono.wav
BlockFiller_30,FillerUNG,NA,D, Асистентот и помогна на ученикот со тешкиот проблем.,NA,NA,NA,NA,NA,NA,STE-004,FillersUNG,filler2_STE-004_mono.wav,Filler2/mono/filler2_STE-004_mono.wav
BlockFiller_30,FillerUNG,NA,E, Асистентот и помогна на ученикот со тешкиот проблем.,NA,NA,NA,NA,NA,NA,STE-004,FillersUNG,filler2_STE-004_mono.wav,Filler2/mono/filler2_STE-004_mono.wav
BlockFiller_31,FillerUNG,NA,A, На стара госпоѓата и требаше помош да се симне по скалите.,NA,NA,NA,NA,NA,NA,STE-005,FillersUNG,filler2_STE-005_mono.wav,Filler2/mono/filler2_STE-005_mono.wav
BlockFiller_31,FillerUNG,NA,B, На стара госпоѓата и требаше помош да се симне по скалите.,NA,NA,NA,NA,NA,NA,STE-005,FillersUNG,filler2_STE-005_mono.wav,Filler2/mono/filler2_STE-005_mono.wav
BlockFiller_31,FillerUNG,NA,C, На стара госпоѓата и требаше помош да се симне по скалите.,NA,NA,NA,NA,NA,NA,STE-005,FillersUNG,filler2_STE-005_mono.wav,Filler2/mono/filler2_STE-005_mono.wav
BlockFiller_31,FillerUNG,NA,D, На стара госпоѓата и требаше помош да се симне по скалите.,NA,NA,NA,NA,NA,NA,STE-005,FillersUNG,filler2_STE-005_mono.wav,Filler2/mono/filler2_STE-005_mono.wav
BlockFiller_31,FillerUNG,NA,E, На стара госпоѓата и требаше помош да се симне по скалите.,NA,NA,NA,NA,NA,NA,STE-005,FillersUNG,filler2_STE-005_mono.wav,Filler2/mono/filler2_STE-005_mono.wav
BlockFiller_32,FillerUNG,NA,A, Добрите другари игравте карти по долгата добра претстава.,NA,NA,NA,NA,NA,NA,STE-006,FillersUNG,filler2_STE-006_mono.wav,Filler2/mono/filler2_STE-006_mono.wav
BlockFiller_32,FillerUNG,NA,B, Добрите другари игравте карти по долгата добра претстава.,NA,NA,NA,NA,NA,NA,STE-006,FillersUNG,filler2_STE-006_mono.wav,Filler2/mono/filler2_STE-006_mono.wav
BlockFiller_32,FillerUNG,NA,C, Добрите другари игравте карти по долгата добра претстава.,NA,NA,NA,NA,NA,NA,STE-006,FillersUNG,filler2_STE-006_mono.wav,Filler2/mono/filler2_STE-006_mono.wav
BlockFiller_32,FillerUNG,NA,D, Добрите другари игравте карти по долгата добра претстава.,NA,NA,NA,NA,NA,NA,STE-006,FillersUNG,filler2_STE-006_mono.wav,Filler2/mono/filler2_STE-006_mono.wav
BlockFiller_32,FillerUNG,NA,E, Добрите другари игравте карти по долгата добра претстава.,NA,NA,NA,NA,NA,NA,STE-006,FillersUNG,filler2_STE-006_mono.wav,Filler2/mono/filler2_STE-006_mono.wav
BlockFiller_33,FillerUNG,NA,A, Вработените веднаш му си пожалија на раководителот.,NA,NA,NA,NA,NA,NA,STE-007,FillersUNG,filler2_STE-007_mono.wav,Filler2/mono/filler2_STE-007_mono.wav
BlockFiller_33,FillerUNG,NA,B, Вработените веднаш му си пожалија на раководителот.,NA,NA,NA,NA,NA,NA,STE-007,FillersUNG,filler2_STE-007_mono.wav,Filler2/mono/filler2_STE-007_mono.wav
BlockFiller_33,FillerUNG,NA,C, Вработените веднаш му си пожалија на раководителот.,NA,NA,NA,NA,NA,NA,STE-007,FillersUNG,filler2_STE-007_mono.wav,Filler2/mono/filler2_STE-007_mono.wav
BlockFiller_33,FillerUNG,NA,D, Вработените веднаш му си пожалија на раководителот.,NA,NA,NA,NA,NA,NA,STE-007,FillersUNG,filler2_STE-007_mono.wav,Filler2/mono/filler2_STE-007_mono.wav
BlockFiller_33,FillerUNG,NA,E, Вработените веднаш му си пожалија на раководителот.,NA,NA,NA,NA,NA,NA,STE-007,FillersUNG,filler2_STE-007_mono.wav,Filler2/mono/filler2_STE-007_mono.wav
BlockFiller_34,FillerUNG,NA,A, Ресторанот му се извинивме на гостите за долгото чекање.,NA,NA,NA,NA,NA,NA,STE-008,FillersUNG,filler2_STE-008_mono.wav,Filler2/mono/filler2_STE-008_mono.wav
BlockFiller_34,FillerUNG,NA,B, Ресторанот му се извинивме на гостите за долгото чекање.,NA,NA,NA,NA,NA,NA,STE-008,FillersUNG,filler2_STE-008_mono.wav,Filler2/mono/filler2_STE-008_mono.wav
BlockFiller_34,FillerUNG,NA,C, Ресторанот му се извинивме на гостите за долгото чекање.,NA,NA,NA,NA,NA,NA,STE-008,FillersUNG,filler2_STE-008_mono.wav,Filler2/mono/filler2_STE-008_mono.wav
BlockFiller_34,FillerUNG,NA,D, Ресторанот му се извинивме на гостите за долгото чекање.,NA,NA,NA,NA,NA,NA,STE-008,FillersUNG,filler2_STE-008_mono.wav,Filler2/mono/filler2_STE-008_mono.wav
BlockFiller_34,FillerUNG,NA,E, Ресторанот му се извинивме на гостите за долгото чекање.,NA,NA,NA,NA,NA,NA,STE-008,FillersUNG,filler2_STE-008_mono.wav,Filler2/mono/filler2_STE-008_mono.wav
BlockFiller_35,FillerUNG,NA,A, Апликантите ја пополнија тешкиот формулар за посебната дозвола.,NA,NA,NA,NA,NA,NA,STE-009,FillersUNG,filler2_STE-009_mono.wav,Filler2/mono/filler2_STE-009_mono.wav
BlockFiller_35,FillerUNG,NA,B, Апликантите ја пополнија тешкиот формулар за посебната дозвола.,NA,NA,NA,NA,NA,NA,STE-009,FillersUNG,filler2_STE-009_mono.wav,Filler2/mono/filler2_STE-009_mono.wav
BlockFiller_35,FillerUNG,NA,C, Апликантите ја пополнија тешкиот формулар за посебната дозвола.,NA,NA,NA,NA,NA,NA,STE-009,FillersUNG,filler2_STE-009_mono.wav,Filler2/mono/filler2_STE-009_mono.wav
BlockFiller_35,FillerUNG,NA,D, Апликантите ја пополнија тешкиот формулар за посебната дозвола.,NA,NA,NA,NA,NA,NA,STE-009,FillersUNG,filler2_STE-009_mono.wav,Filler2/mono/filler2_STE-009_mono.wav
BlockFiller_35,FillerUNG,NA,E, Апликантите ја пополнија тешкиот формулар за посебната дозвола.,NA,NA,NA,NA,NA,NA,STE-009,FillersUNG,filler2_STE-009_mono.wav,Filler2/mono/filler2_STE-009_mono.wav
BlockFiller_36,FillerUNG,NA,A, Многу познати музеите ја продолжија многу посетената изложба.,NA,NA,NA,NA,NA,NA,STE-010,FillersUNG,filler2_STE-010_mono.wav,Filler2/mono/filler2_STE-010_mono.wav
BlockFiller_36,FillerUNG,NA,B, Многу познати музеите ја продолжија многу посетената изложба.,NA,NA,NA,NA,NA,NA,STE-010,FillersUNG,filler2_STE-010_mono.wav,Filler2/mono/filler2_STE-010_mono.wav
BlockFiller_36,FillerUNG,NA,C, Многу познати музеите ја продолжија многу посетената изложба.,NA,NA,NA,NA,NA,NA,STE-010,FillersUNG,filler2_STE-010_mono.wav,Filler2/mono/filler2_STE-010_mono.wav
BlockFiller_36,FillerUNG,NA,D, Многу познати музеите ја продолжија многу посетената изложба.,NA,NA,NA,NA,NA,NA,STE-010,FillersUNG,filler2_STE-010_mono.wav,Filler2/mono/filler2_STE-010_mono.wav
BlockFiller_36,FillerUNG,NA,E, Многу познати музеите ја продолжија многу посетената изложба.,NA,NA,NA,NA,NA,NA,STE-010,FillersUNG,filler2_STE-010_mono.wav,Filler2/mono/filler2_STE-010_mono.wav
BlockFiller_37,FillerUNG,NA,A, Интернатот накрај ја завршиме реновацијата на купатилото.,NA,NA,NA,NA,NA,NA,STE-011,FillersUNG,filler2_STE-011_mono.wav,Filler2/mono/filler2_STE-011_mono.wav
BlockFiller_37,FillerUNG,NA,B, Интернатот накрај ја завршиме реновацијата на купатилото.,NA,NA,NA,NA,NA,NA,STE-011,FillersUNG,filler2_STE-011_mono.wav,Filler2/mono/filler2_STE-011_mono.wav
BlockFiller_37,FillerUNG,NA,C, Интернатот накрај ја завршиме реновацијата на купатилото.,NA,NA,NA,NA,NA,NA,STE-011,FillersUNG,filler2_STE-011_mono.wav,Filler2/mono/filler2_STE-011_mono.wav
BlockFiller_37,FillerUNG,NA,D, Интернатот накрај ја завршиме реновацијата на купатилото.,NA,NA,NA,NA,NA,NA,STE-011,FillersUNG,filler2_STE-011_mono.wav,Filler2/mono/filler2_STE-011_mono.wav
BlockFiller_37,FillerUNG,NA,E, Интернатот накрај ја завршиме реновацијата на купатилото.,NA,NA,NA,NA,NA,NA,STE-011,FillersUNG,filler2_STE-011_mono.wav,Filler2/mono/filler2_STE-011_mono.wav
BlockFiller_38,FillerUNG,NA,A, Друштвото му пропушти настапот на нивниот омилен музичар.,NA,NA,NA,NA,NA,NA,STE-012,FillersUNG,filler2_STE-012_mono.wav,Filler2/mono/filler2_STE-012_mono.wav
BlockFiller_38,FillerUNG,NA,B, Друштвото му пропушти настапот на нивниот омилен музичар.,NA,NA,NA,NA,NA,NA,STE-012,FillersUNG,filler2_STE-012_mono.wav,Filler2/mono/filler2_STE-012_mono.wav
BlockFiller_38,FillerUNG,NA,C, Друштвото му пропушти настапот на нивниот омилен музичар.,NA,NA,NA,NA,NA,NA,STE-012,FillersUNG,filler2_STE-012_mono.wav,Filler2/mono/filler2_STE-012_mono.wav
BlockFiller_38,FillerUNG,NA,D, Друштвото му пропушти настапот на нивниот омилен музичар.,NA,NA,NA,NA,NA,NA,STE-012,FillersUNG,filler2_STE-012_mono.wav,Filler2/mono/filler2_STE-012_mono.wav
BlockFiller_38,FillerUNG,NA,E, Друштвото му пропушти настапот на нивниот омилен музичар.,NA,NA,NA,NA,NA,NA,STE-012,FillersUNG,filler2_STE-012_mono.wav,Filler2/mono/filler2_STE-012_mono.wav
BlockFiller_39,FillerUNG,NA,A, Родителите го одземаа омилената играчка на своето дете.,NA,NA,NA,NA,NA,NA,STE-013,FillersUNG,filler2_STE-013_mono.wav,Filler2/mono/filler2_STE-013_mono.wav
BlockFiller_39,FillerUNG,NA,B, Родителите го одземаа омилената играчка на своето дете.,NA,NA,NA,NA,NA,NA,STE-013,FillersUNG,filler2_STE-013_mono.wav,Filler2/mono/filler2_STE-013_mono.wav
